video_id,final_views,num_country,num_country_quantile,final_views_quantile,quantile
v-5wXz_i9sY,383542,1,0,2,2
v4jwm-5bg-Y,259721,1,0,2,2
vCGesPguCRc,218157,1,0,2,2
vRA0SmPbVBQ,490097,1,0,2,2
vZ2aIJ5lXmY,488117,1,0,2,2
wHzhK6JotYI,216875,1,0,2,2
wTRKatPDEMU,456204,1,0,2,2
wYkVPqpNK-c,279531,1,0,2,2
wePU_vxw-Uo,359019,1,0,2,2
wfvmPiqvRYk,434882,1,0,2,2
x94ZyAa7PuI,207046,1,0,2,2
xWG8VRIWUqI,337055,1,0,2,2
xqkmaTzbANA,417705,1,0,2,2
y0iofzsAH00,574464,1,0,2,2
y1NUoiJ0FbY,333873,1,0,2,2
y83UrwSle7g,237993,1,0,2,2
yH5l2N1FS9E,237759,1,0,2,2
yIHM-H8a4QM,538409,1,0,2,2
yLbw7YVaEiw,209243,1,0,2,2
yRnH886nwwM,243154,1,0,2,2
yuAgfMo8BtA,422520,1,0,2,2
z-_Xtvj23jM,221880,1,0,2,2
z7DcjQ9K5fE,205919,1,0,2,2
zMYCcOJZ1Mw,333285,1,0,2,2
zVUmBRt7HIQ,210072,1,0,2,2
-5Q70Lv-5Zc,427355,1,0,2,2
-IT_WJIuSMs,223166,1,0,2,2
-cW-_rsDTN4,399287,1,0,2,2
0DSO5Khbi1s,377900,1,0,2,2
0USLnrNJwqM,231523,1,0,2,2
0VVTRRO9K_8,254205,1,0,2,2
0WtgR9MqyhY,236844,1,0,2,2
0cYNIGhslWo,296421,1,0,2,2
0gWtLjZXrUQ,411639,1,0,2,2
17mR3TESZ4Y,232355,1,0,2,2
1KwlY24d410,199247,1,0,2,2
1O4JRU6k2_s,442528,1,0,2,2
1P7VGaWfGAA,317376,1,0,2,2
1ndu8pUQyAc,317035,1,0,2,2
1yjrYCDyn7o,280633,1,0,2,2
25VxhdD7I2w,555290,1,0,2,2
2IeI1dDEoxI,378054,1,0,2,2
2QVuQ59cJdU,254060,1,0,2,2
2Qs4kmYSCz4,362455,1,0,2,2
2X9rJ3PnbeY,268105,1,0,2,2
2ekJY6TzOpQ,216530,1,0,2,2
2v8y75FCfMU,413499,1,0,2,2
31bM1piQJVo,449539,1,0,2,2
32pKIsFJzNU,353944,1,0,2,2
36srX2oRSeI,238321,1,0,2,2
3DaW2hT9OgM,198824,1,0,2,2
3OP4aPfMKFQ,376454,1,0,2,2
3PhEhEoFpjw,249446,1,0,2,2
3T2UbbM4DkE,232160,1,0,2,2
3eq1WQ2k9Io,310112,1,0,2,2
43Niy0Z6YUY,217835,1,0,2,2
47NZ3GRtm8w,239097,1,0,2,2
4B5IBk9PUiU,198226,1,0,2,2
4Y92jkxCaTI,407183,1,0,2,2
4fHfTzF4UE8,235852,1,0,2,2
50IOci4Qh2w,325880,1,0,2,2
5JPzlvi3kdc,450744,1,0,2,2
5sNQqfjp0lw,201681,1,0,2,2
60uUPq2QYbA,236319,1,0,2,2
6ATzKIRKfgI,266404,1,0,2,2
6GrukgB1D7c,258344,1,0,2,2
6MRmE6e1dgk,324999,1,0,2,2
6OOhMLH99a4,201740,1,0,2,2
6Zclz66kGbQ,262311,1,0,2,2
6lXJLvxm2vM,402377,1,0,2,2
6wIx_n0qyEg,256956,1,0,2,2
7IM4WJlBYYA,315319,1,0,2,2
7M5jQuphGdM,280391,1,0,2,2
7_6Harfq_nA,242994,1,0,2,2
7m8-sDZvQ-c,261072,1,0,2,2
7q3hnfVSf24,205096,1,0,2,2
7xsx8890Shc,477727,1,0,2,2
81w7meHS9ZM,338937,1,0,2,2
8DF9jAfzsO0,215702,1,0,2,2
8PIb_bP406o,331001,1,0,2,2
8oJ2xP2hIKg,251826,1,0,2,2
8qV7gAPh0qI,259448,1,0,2,2
8vD5OTbc27E,258169,1,0,2,2
91fXkknVz4A,238688,1,0,2,2
9a-rtoHJ2eQ,217226,1,0,2,2
9dbkdP5H3Oc,232960,1,0,2,2
9iMaZRmHb_Q,414266,1,0,2,2
A96MgW1Lk1w,364744,1,0,2,2
APf_y27asSk,225046,1,0,2,2
AapYcjIqCkU,339693,1,0,2,2
Aehgt0wB2_8,343006,1,0,2,2
Apiws3OSMEE,470966,1,0,2,2
Av8hPPPgC2U,258414,1,0,2,2
BD3VkoXn8AY,277944,1,0,2,2
BrJoOmia8yQ,257420,1,0,2,2
C7hBbmj1yvk,397582,1,0,2,2
CaRjl-zffSk,425028,1,0,2,2
CnNK8ptvhCE,417951,1,0,2,2
DQJD9eKaZqI,303986,1,0,2,2
DlZbMGOX5kg,264679,1,0,2,2
DrDjSDZnugE,203381,1,0,2,2
DupsL2eaZIw,230875,1,0,2,2
EiInnVaLiwU,399791,1,0,2,2
EjiUdaoOUuA,198274,1,0,2,2
Eoo3paCX-3E,259245,1,0,2,2
EvuU7MfsC3U,400123,1,0,2,2
F0WU_ghWeP8,476652,1,0,2,2
F4ew2L_ue0k,201926,1,0,2,2
Ft4czuP0FIs,276840,1,0,2,2
G76vy0nicy8,306436,1,0,2,2
GxZcFJUO9MY,305037,1,0,2,2
GyUkN4YYj1w,201279,1,0,2,2
HD4LYP4eE0g,270309,1,0,2,2
HSC3BheJuhU,521986,1,0,2,2
HTxYzxZ9BAg,216131,1,0,2,2
Hbl_kgrQKxM,311920,1,0,2,2
Hj4Kn3JZIi0,480742,1,0,2,2
HxSnP33KeIE,253598,1,0,2,2
ILZFGWxAKtY,208122,1,0,2,2
IMUoBhT2ac4,551403,1,0,2,2
IW44dqhI480,329122,1,0,2,2
IyoueotaT_Y,327915,1,0,2,2
J59LGYuoNEw,196013,1,0,2,2
JQjz_yPWAiY,216670,1,0,2,2
JVahNx8Mtm8,303625,1,0,2,2
JuXvF7DNdso,422192,1,0,2,2
K38Wku1mG3c,362138,1,0,2,2
KOTh8xH8yPA,236754,1,0,2,2
KObHfkjRvYI,307305,1,0,2,2
KakbrEizuP8,263413,1,0,2,2
KrEpcuGedTc,238747,1,0,2,2
LGv0YmfYmNk,214536,1,0,2,2
LIYn_ao1Emo,196362,1,0,2,2
LXHqMY4BThs,536578,1,0,2,2
Lj_hksunMOk,367243,1,0,2,2
LkgOdZq2mrE,275792,1,0,2,2
M6myD9m2Fzw,208988,1,0,2,2
MXQ6cHC4bEE,456443,1,0,2,2
NFE6Qkyc2Uw,233876,1,0,2,2
NTpdpNPx2pw,254823,1,0,2,2
Nj_AWa4ixmU,263500,1,0,2,2
Nt3k2aaWle0,465577,1,0,2,2
NwjxFaOQuXg,197794,1,0,2,2
OBgszEtj1wI,212135,1,0,2,2
OJeP_tMPerI,197312,1,0,2,2
Oa6JmW7ftR4,360322,1,0,2,2
POIGpp8Bpq8,230168,1,0,2,2
PQZyZi6EvuQ,278295,1,0,2,2
P_3WEvw2tMs,308750,1,0,2,2
Ph0uEeAGgy4,423751,1,0,2,2
PiWtYKzURAw,516132,1,0,2,2
Pp9hSH2RNUQ,238879,1,0,2,2
Q83z9q_5xCM,270736,1,0,2,2
QEklfjCiWos,416748,1,0,2,2
QKxsHn8rmBI,355953,1,0,2,2
QZhc8Be-h4Y,217820,1,0,2,2
Q_H9BytQsCg,287071,1,0,2,2
QjvIWOM86lk,258510,1,0,2,2
Ql_E0-vzm9s,209639,1,0,2,2
QtnwVbZhEw8,269376,1,0,2,2
R3DCgL6rkas,239508,1,0,2,2
REvFdaj4z2w,276997,1,0,2,2
Rzv7vK0eomo,341419,1,0,2,2
SAxJBQkBIx4,223031,1,0,2,2
SETX6XHQsnQ,451352,1,0,2,2
SKQr5CRTQM0,361527,1,0,2,2
SNYjwGi9U2I,281086,1,0,2,2
SgrtTVqNp1A,356322,1,0,2,2
T1P7oJPkQWY,211559,1,0,2,2
T98cweG45_U,236038,1,0,2,2
TDvmX4wyWag,363366,1,0,2,2
TKLneGlYc74,296951,1,0,2,2
TQcNbotMAKQ,319269,1,0,2,2
TbnFi22IEbM,520870,1,0,2,2
TjH-7g1dYYI,248244,1,0,2,2
U7sAs9foFsk,275625,1,0,2,2
UO7vzx980tY,237119,1,0,2,2
UX6WxtlG1Xw,577789,1,0,2,2
UbZtHkhX-r4,303796,1,0,2,2
UqHGOhoQf0I,210893,1,0,2,2
UvNopSxZCUE,405336,1,0,2,2
V4Qg_V4WKqw,255005,1,0,2,2
VGKjfy_fppI,348216,1,0,2,2
VOa29q75MGY,343248,1,0,2,2
VYewlPwVEYA,465722,1,0,2,2
Vb36VoaeZhE,288984,1,0,2,2
Vf_zzmay1hY,203449,1,0,2,2
VqVP0n2FwF0,359800,1,0,2,2
VvTp78VHlWE,222047,1,0,2,2
VySiHe8Pkxg,397211,1,0,2,2
WZRbQVjf54U,197666,1,0,2,2
WaaX_hba5-c,304438,1,0,2,2
We0P98il6-s,270792,1,0,2,2
WzC4n9pCL1k,241351,1,0,2,2
XM8bd7Wl56U,271591,1,0,2,2
XO4MXdIkKXw,295252,1,0,2,2
Xz2uZdjXcMA,510116,1,0,2,2
YPK3wQTrDqE,309732,1,0,2,2
Y_PotilTVuA,267934,1,0,2,2
YdX3MgORVRk,557951,1,0,2,2
YhEhYzy0vkc,226796,1,0,2,2
ZD1FMjxoNgk,332358,1,0,2,2
ZR6nclFv1BA,422308,1,0,2,2
ZdXUaTRvqTA,483954,1,0,2,2
Zj6FNs73Z0k,284741,1,0,2,2
_0dc91_CQ-w,238769,1,0,2,2
_Cqs1pX-pKg,313202,1,0,2,2
_Egadw31pW0,204702,1,0,2,2
_JFCFpKtlmo,240253,1,0,2,2
_cYgQVoxZ6Y,442737,1,0,2,2
_scOQmPueBw,427962,1,0,2,2
aEKscF5uuEk,438039,1,0,2,2
aYTpDEaFFc8,539145,1,0,2,2
bIPzSXd7g3o,368553,1,0,2,2
bbYvfFDj_8A,582255,1,0,2,2
bjbANvrdexs,549680,1,0,2,2
blQzdRPbrtA,445777,1,0,2,2
c36K2rpAq_M,282197,1,0,2,2
cAHGz78WAJs,236166,1,0,2,2
cS-fPIcOi1M,202024,1,0,2,2
cWIyt3borm4,318274,1,0,2,2
crByEBJW3mA,198452,1,0,2,2
d-KzMbDUFhM,289950,1,0,2,2
dJEkJS5LvKU,255437,1,0,2,2
dPGTEM2DcNI,355045,1,0,2,2
dWYO5acYKaE,236503,1,0,2,2
e69d0qKjL0g,300022,1,0,2,2
eLKbId6xqyE,199039,1,0,2,2
eOTDWnvo7B8,200819,1,0,2,2
eXTo8nCCpHI,210964,1,0,2,2
eXYUNrgqWUU,499544,1,0,2,2
edbMPYpYGm0,319036,1,0,2,2
egFezrk3oas,239270,1,0,2,2
f-S9FPnW6HM,200051,1,0,2,2
f7TG__zLKYs,237727,1,0,2,2
fHPs14Ec6v8,555087,1,0,2,2
fJflixOW6_g,356750,1,0,2,2
fJssbAlcl_U,196037,1,0,2,2
fQBdw5QWMz4,484326,1,0,2,2
fa37Dsc2FLE,204098,1,0,2,2
fnUR2ipjvpw,390528,1,0,2,2
g3JKlSRs29s,204433,1,0,2,2
g4UUC-7BHbE,255458,1,0,2,2
gsUTcI82B30,536515,1,0,2,2
gtlcqp5Nagg,199991,1,0,2,2
h4rFPpkBuyo,231603,1,0,2,2
hWP5DB_jvNM,223456,1,0,2,2
hj_NCaFDmws,306008,1,0,2,2
hp3s8NPCQLY,466811,1,0,2,2
hw-5xsr9sYc,330403,1,0,2,2
iJyrt64lP0g,363501,1,0,2,2
iM6bkIqZUQw,234005,1,0,2,2
iMYknTrhVi0,507260,1,0,2,2
iNBakTbL3YA,315632,1,0,2,2
iO5DU2Wt9Fo,286362,1,0,2,2
iwN5u_ufhKQ,273953,1,0,2,2
jAHS_1FNfvQ,305266,1,0,2,2
jQ3oFn5tLzw,297746,1,0,2,2
jUZABKzpthU,575779,1,0,2,2
jaWGEfXZxBQ,308955,1,0,2,2
k6CPpnaKjFA,296833,1,0,2,2
kP2ouqq1r0U,568270,1,0,2,2
kPS_ulmbA2c,259186,1,0,2,2
kRdTuROV5tc,446203,1,0,2,2
kXF68y-WDW8,305014,1,0,2,2
kanDSNtecro,387504,1,0,2,2
kzxEuXshX8k,400794,1,0,2,2
l1xVM2otnMU,245788,1,0,2,2
lAdHSgv0hgE,410148,1,0,2,2
lcSuJTWVX-g,253238,1,0,2,2
ldYXQxmDP_0,330860,1,0,2,2
lrCUuCvfrek,421403,1,0,2,2
lzkkqt-cHko,404421,1,0,2,2
mZhj6tyzwJg,247518,1,0,2,2
maQLgKDQsS0,265840,1,0,2,2
mxziqGtqhSg,552126,1,0,2,2
mzBTcI1ujw4,211867,1,0,2,2
nBkq1CTpw0I,500741,1,0,2,2
nVkmVFfl67E,402577,1,0,2,2
nbKK8Qr5tDs,220873,1,0,2,2
nnMs-gj8pf0,341053,1,0,2,2
ny5pqzq_dok,561464,1,0,2,2
oAGPuNWZcyA,228998,1,0,2,2
oIKybO7Xeck,465099,1,0,2,2
oQ4s6JdRmdM,213318,1,0,2,2
p5fUTTgQIuo,458230,1,0,2,2
pH56YWwSJ0o,256854,1,0,2,2
p_pfrJipfdc,228343,1,0,2,2
pwa9pRK7zPA,203638,1,0,2,2
pxNbrj82M5c,225797,1,0,2,2
q25gFhtdmww,281314,1,0,2,2
q4OzUIauSpU,292715,1,0,2,2
qKerhaAu2tM,250350,1,0,2,2
qLbdrNqb6_U,418824,1,0,2,2
qPaF_2USmQw,206229,1,0,2,2
qcMNR00iXNI,293493,1,0,2,2
qjLndqkJDxY,354142,1,0,2,2
r-sxUqDP9_A,573329,1,0,2,2
rEbNyai4HUg,208796,1,0,2,2
rUv9gQf_HAQ,588391,1,0,2,2
r_a_2Mg625c,213555,1,0,2,2
rg-UMn4Fifc,389410,1,0,2,2
rsckL2_N90g,330644,1,0,2,2
sHnJJY4_h9o,310666,1,0,2,2
sKctrxHFoA0,217811,1,0,2,2
shMjHZaeRAE,200780,1,0,2,2
somAOqKz3bs,201750,1,0,2,2
srT3sqns6JU,546288,1,0,2,2
tKNurPdRNTA,223570,1,0,2,2
tOnL_YHfDjo,346984,1,0,2,2
ttnOe1kGL5o,310885,1,0,2,2
uRNK7IzmjNM,223242,1,0,2,2
uimFZzcpOzg,214329,1,0,2,2
vZbrg_Lhj18,221227,1,0,2,2
vjLFyRkJtIo,281588,1,0,2,2
vtkdoHlGFKA,239907,1,0,2,2
w1xepzJ0sfw,297604,1,0,2,2
wTlYXTO2XWM,294467,1,0,2,2
w_CSHI1XMCM,225803,1,0,2,2
xCT8zwAnCmc,309243,1,0,2,2
xGzGhdqa-NM,341299,1,0,2,2
xL4hK0UFuqs,284385,1,0,2,2
xbjuwvrnUvg,567166,1,0,2,2
xszjkTGaRaI,301710,1,0,2,2
y0ZUUCrUXnA,432761,1,0,2,2
yKrFQXCqd-U,563196,1,0,2,2
zFkxlQGAA_c,345457,1,0,2,2
zQzELDA4YtE,310285,1,0,2,2
zWkGVSEvsO4,458400,1,0,2,2
zl5GhVkKOSM,310539,1,0,2,2
zpNzy3a2YLQ,414399,1,0,2,2
zxB0QrZMviU,253783,1,0,2,2
-41_P2DpQes,214121,1,0,2,2
-4Fk8nobMPE,218771,1,0,2,2
-GLUNOloL6A,553289,1,0,2,2
-KJNpGLbBFg,348156,1,0,2,2
-eIjuUPi6f8,426582,1,0,2,2
09GOsssLDIs,554543,1,0,2,2
0cdB585n2DQ,220173,1,0,2,2
0oU3eJRMx2k,383324,1,0,2,2
0sSF6lhR1ns,208219,1,0,2,2
2C9QXfG2D0g,324329,1,0,2,2
2Y3U-G1RkiY,412031,1,0,2,2
2heUsL5T6Bk,421990,1,0,2,2
2taJWICyNRc,222523,1,0,2,2
3DcBGjJyJrs,276458,1,0,2,2
406UljvoUMM,270165,1,0,2,2
4LJLkJEesIs,300220,1,0,2,2
4MRU-5N32vs,233874,1,0,2,2
4cwi19vVx7s,343300,1,0,2,2
4d01V1gXkg0,486150,1,0,2,2
5ENsOy-3im0,257177,1,0,2,2
5Olr8A9Ipqo,203678,1,0,2,2
5eFfTDYPSfc,396893,1,0,2,2
6FAqDNT6BOs,274076,1,0,2,2
6O22vJ8tRFQ,219510,1,0,2,2
6fqfMpJrG7Y,250460,1,0,2,2
6oe05MfqypQ,426142,1,0,2,2
6uCLYAXuQPo,254883,1,0,2,2
7N-JbQqSUe0,259662,1,0,2,2
7OjLxR3uQZ0,362731,1,0,2,2
7YD8C18vw10,218736,1,0,2,2
7jwNvqMaYts,444158,1,0,2,2
7tN9k5mp31U,363366,1,0,2,2
84XxBNQrvqk,308345,1,0,2,2
8UFkMiEabko,525645,1,0,2,2
8wo6KCIBFPk,246506,1,0,2,2
992BHbiYPUQ,219553,1,0,2,2
9Cv6BjwEdKw,309268,1,0,2,2
9FIqd33yJOs,299721,1,0,2,2
9H2m9yD6CZs,284178,1,0,2,2
9Ii7oixxyKs,221502,1,0,2,2
9_Sekm8_nIs,212845,1,0,2,2
9lTGHkvGL8Q,376345,1,0,2,2
9qITuRS8hww,580333,1,0,2,2
9wrtHHodrTo,199904,1,0,2,2
AGoIvFicIaw,197744,1,0,2,2
AkhLOCTtIsE,261986,1,0,2,2
B1F8n13ovGs,201001,1,0,2,2
B5pWtZ-iITM,321648,1,0,2,2
BJFpruzay_M,423500,1,0,2,2
CJfA4zmxTu0,241468,1,0,2,2
CMTwcQnMt7E,275345,1,0,2,2
CUhgNlrpth8,488542,1,0,2,2
D4DXiNpzscU,347080,1,0,2,2
D5x0yEHf-ng,250241,1,0,2,2
DVJ9msn72n4,249020,1,0,2,2
DjIqLRXOUwU,249075,1,0,2,2
E6EwG12Tjdw,329355,1,0,2,2
ED9E0pdisWQ,435233,1,0,2,2
Ei6RIQtpdmw,237946,1,0,2,2
Fh-fr6EeYdo,361465,1,0,2,2
G-3Uig2HjT8,208080,1,0,2,2
GARCB9evAIk,298278,1,0,2,2
GEC6F6bKiTk,526725,1,0,2,2
GWVXB0h9CTk,349525,1,0,2,2
H1TzNDMrGko,210516,1,0,2,2
H8lwrN13gg8,292327,1,0,2,2
HL8aDRFk1VY,544987,1,0,2,2
HOH9QTcSl68,239781,1,0,2,2
Hb656HCmdHE,202152,1,0,2,2
Hu0_jE9nd3Q,262753,1,0,2,2
IHaRp7T30BI,222566,1,0,2,2
INAivSL8kZM,254049,1,0,2,2
JDvEX-h5uX8,261882,1,0,2,2
KIIL6UB6AoY,383666,1,0,2,2
KIJ9bp0nS9s,321004,1,0,2,2
L2YOaIM_WaE,549490,1,0,2,2
LT16NRkuSXI,397904,1,0,2,2
La_tbJvTEGg,223667,1,0,2,2
Lxl0hNXQo1g,255645,1,0,2,2
MRpYv8xRJpU,270971,1,0,2,2
MxVJC9hUtUE,466719,1,0,2,2
NFONdK0oZA8,231669,1,0,2,2
NIYZFnJMBMA,543405,1,0,2,2
NUw6wfTXtLg,332911,1,0,2,2
Nc54b2A9kA4,323985,1,0,2,2
No6VoXL_SaY,352943,1,0,2,2
NuWuaM7oYKI,409290,1,0,2,2
Nw7L8g9LgD8,228664,1,0,2,2
O-Lhc-z-G30,472852,1,0,2,2
PEEJkfNNRz8,352386,1,0,2,2
PKoeOT4ejg0,456409,1,0,2,2
PLf7cGct4Ws,264805,1,0,2,2
PZa9Kki9_zY,330410,1,0,2,2
PbokC3tNoRY,224789,1,0,2,2
Q6RwCuH_RHY,223155,1,0,2,2
QEPzDkrbu94,230738,1,0,2,2
QbOCfAUKc6A,547760,1,0,2,2
Rc_bSsXjNzY,244252,1,0,2,2
RdY9TdR0GNQ,443601,1,0,2,2
Rejn1Vcph5E,228884,1,0,2,2
RipFLfp4o8Y,223723,1,0,2,2
Rk8A6nSo9_M,317130,1,0,2,2
RkUdXlp2imc,302357,1,0,2,2
S1gPSKBzNt0,198289,1,0,2,2
SPqVj7rIICg,205248,1,0,2,2
SRkE1kBoDwQ,231436,1,0,2,2
TEy0iAXNqKE,349663,1,0,2,2
TWsLZkK2cX0,237774,1,0,2,2
TdFefGnHNeM,242641,1,0,2,2
TkqW5s59KtA,211857,1,0,2,2
TqlZTiZgKQk,198142,1,0,2,2
TxILLYvIabg,198427,1,0,2,2
TzHCJMl9fJc,345547,1,0,2,2
U0XLxZaIAhw,304845,1,0,2,2
U7T7UGxL94s,204183,1,0,2,2
U98TxsX_Aik,210917,1,0,2,2
UUF42VMN_XE,235987,1,0,2,2
UcsMyWir0JI,255361,1,0,2,2
UeRbQy1DoV0,342957,1,0,2,2
VPpL8fHmGNQ,267834,1,0,2,2
VQieqW9ygA0,221862,1,0,2,2
VjValE9jLEs,269854,1,0,2,2
VuXmvat2We8,205408,1,0,2,2
VwWJ17gF2KU,297442,1,0,2,2
WDBtZr9Cdw0,200191,1,0,2,2
WOUaquCLfBs,329076,1,0,2,2
WhydAj506dA,203514,1,0,2,2
Wt9NmfkG7Lc,333781,1,0,2,2
WxzEHtKmdWE,304066,1,0,2,2
X3KEV4MrptE,501397,1,0,2,2
X92LJQdI6Sk,394064,1,0,2,2
XDQfcKbNOMw,269202,1,0,2,2
XbTd49SNQNc,269384,1,0,2,2
XbhBLDJV5pU,269908,1,0,2,2
XcNmLXusoYU,236634,1,0,2,2
XwDopfRAaNU,316610,1,0,2,2
Xx4roLvl88g,387323,1,0,2,2
Y5DrYnJRmq4,213374,1,0,2,2
Y6dGjIHB5SQ,201354,1,0,2,2
YJH_XwHHLqg,329885,1,0,2,2
YMIDSBaK2tU,214225,1,0,2,2
Yr82--y2sxw,198021,1,0,2,2
YuPE59Y9qgM,494253,1,0,2,2
Z5dvfb2nEGo,244742,1,0,2,2
ZTUVdqWlwSU,199813,1,0,2,2
ZaMHKeGcD1E,211838,1,0,2,2
ZfrjalHJbmA,546887,1,0,2,2
ZorhfgfiKBo,257358,1,0,2,2
ZsbJ08qmaPQ,254933,1,0,2,2
_HKW6YbL07c,484968,1,0,2,2
_PHQDmINoKQ,424985,1,0,2,2
_dQimcrgHWA,240096,1,0,2,2
_l57koohnbg,319028,1,0,2,2
aJZjfMSSy7M,330559,1,0,2,2
acxDLLqn7l4,447679,1,0,2,2
b2SknoB1gRk,454105,1,0,2,2
bKt7nvCZYS4,266341,1,0,2,2
bVQwFg1cHVs,331837,1,0,2,2
bip-aeD3ahw,358985,1,0,2,2
bv4VgQ7VZlY,427506,1,0,2,2
byxvGSgIAEs,253714,1,0,2,2
c6VHhnaIfLU,408650,1,0,2,2
cTsX81aF-TQ,265539,1,0,2,2
cckeCB_5ppo,536115,1,0,2,2
ctIsMZ8Ue3M,460656,1,0,2,2
d35SnkgwoLo,270163,1,0,2,2
d3MLHHnCyoI,275662,1,0,2,2
dPcyPf5n3aY,218817,1,0,2,2
dRjU2QvZWPU,256562,1,0,2,2
dZ6Y5DvZ2Qc,225577,1,0,2,2
dtWPUAlK-UU,263484,1,0,2,2
eqwb_ZS_NIU,233922,1,0,2,2
eyY_HgCOKUs,198957,1,0,2,2
fJBg3oUQG1A,252000,1,0,2,2
fNQfNsd7fdk,394681,1,0,2,2
fRpHunok2Vs,504680,1,0,2,2
fhP16N6R6GQ,334194,1,0,2,2
fhxS1R5dyNA,257950,1,0,2,2
fzPSYiIWywI,363352,1,0,2,2
gKGtyQPLVTk,542139,1,0,2,2
geSNheNNnSw,214429,1,0,2,2
hAcko90HDrM,333999,1,0,2,2
hCyoRgid3PE,222633,1,0,2,2
hvSobWBG5J0,276191,1,0,2,2
hvcNO1QjcTw,584981,1,0,2,2
hw4C-X-fUII,285539,1,0,2,2
iCJtUk7wu9Q,386475,1,0,2,2
iVvWnHaXJvk,432128,1,0,2,2
j4dM_xVGlG0,353441,1,0,2,2
jWIPYnASOes,218495,1,0,2,2
jjYD-5Tz2F8,355562,1,0,2,2
jpOM6sZti3I,443343,1,0,2,2
jzjqzDZzf1A,530271,1,0,2,2
kJPakFnV8SQ,358379,1,0,2,2
kLvNWhqU30o,328379,1,0,2,2
kXWm79drvKc,239138,1,0,2,2
keHkrz49lGs,202004,1,0,2,2
khRUwvP7w9I,317446,1,0,2,2
kk_-gUJHTcg,580388,1,0,2,2
koZtIeKfT88,423550,1,0,2,2
lX4eRC47mc4,205463,1,0,2,2
lXI6Ehx6B9I,236591,1,0,2,2
l_5-tgq6MqQ,521953,1,0,2,2
lbTXju0Na6c,234562,1,0,2,2
lburVh0ETE8,244370,1,0,2,2
lk1FzBd0kkM,233308,1,0,2,2
lpQN32dXt10,205739,1,0,2,2
lypU28Zdi60,341084,1,0,2,2
mP_7dEW2DNQ,562883,1,0,2,2
mb979z0zu3k,274147,1,0,2,2
mbwRfx5lNVw,256012,1,0,2,2
mq8NHWv7YfA,297873,1,0,2,2
nRDo83CLanM,432344,1,0,2,2
nYcFTSere-U,285346,1,0,2,2
nbkjlUu-C14,202583,1,0,2,2
niij0xGdq3s,587799,1,0,2,2
nnhc2gWUMT4,228522,1,0,2,2
nrOaYo3I-9A,284919,1,0,2,2
o8rvKXOhS_c,506293,1,0,2,2
oYiWn-_wEok,310544,1,0,2,2
pG0jIEiQ5Ac,364611,1,0,2,2
pGekRXzlXvk,335567,1,0,2,2
pm230PfysIQ,286891,1,0,2,2
pwEnR7ln6w0,217950,1,0,2,2
qKwE4OCKL3s,400451,1,0,2,2
qRK0FgnHYpg,455880,1,0,2,2
r2eL-fowrRc,223353,1,0,2,2
r6_QGkrZXv0,357878,1,0,2,2
rMdjMw7gDbI,212985,1,0,2,2
rPn5q_nURRo,291967,1,0,2,2
raVsgZOQ-aU,270327,1,0,2,2
rtB8-HhMeME,403225,1,0,2,2
rx5AP5dr_K0,231809,1,0,2,2
s1gQizDVx2w,295113,1,0,2,2
sBJswuEx0Ok,249472,1,0,2,2
tPUp-pEhl8c,372270,1,0,2,2
tXYTcJhWYiA,297610,1,0,2,2
tnvILXftxUU,320192,1,0,2,2
unYbodTrKQs,555307,1,0,2,2
un_wFLZIJvg,244279,1,0,2,2
vtWIA-SbZNs,262643,1,0,2,2
w4oPrnAEVhs,512956,1,0,2,2
woyZJTh7Y_o,349338,1,0,2,2
xJg__zAlfEw,403934,1,0,2,2
xbcGtuWHOnY,261944,1,0,2,2
xqxG0QoKuxg,317114,1,0,2,2
y5uV6qLYqMQ,204638,1,0,2,2
yG9rRirhLDo,251459,1,0,2,2
yI1rEbetanM,392662,1,0,2,2
yKrulHqWcuw,205862,1,0,2,2
yN6ljzaSzYg,316075,1,0,2,2
yXwDuWCwzOc,436094,1,0,2,2
ybTDCH6EiIQ,247626,1,0,2,2
yp7dsINmric,405535,1,0,2,2
ytfyFpbwjGU,264213,1,0,2,2
zL-dQiFdVK4,200388,1,0,2,2
zrFPuWDFMu8,213141,1,0,2,2
zvPcgonPL0c,230419,1,0,2,2
zwa-2hOpoks,426716,1,0,2,2
-3mHGCh2NiA,216037,1,0,2,2
-GHBZbuH7yY,246112,1,0,2,2
-IQK7Owcrh4,414518,1,0,2,2
-IX6qvsF2o4,440251,1,0,2,2
-R6KZ2vETaU,387904,1,0,2,2
-X8CSkQsm5A,366281,1,0,2,2
-a93JoSHTXo,198929,1,0,2,2
-f-wOnz69J4,222683,1,0,2,2
-hF9sKV-m6A,394231,1,0,2,2
-hQMY4GNzC4,203161,1,0,2,2
-njduGlZHgU,262465,1,0,2,2
0wLF__2Q8Wc,280058,1,0,2,2
1BbtVG-91nc,366469,1,0,2,2
1U8TzSUTXKk,237077,1,0,2,2
1lZFLWmdPC4,242663,1,0,2,2
2CYvR-E2X9Y,340110,1,0,2,2
2GURfBNsQys,236680,1,0,2,2
2R9AG_PVZmE,344458,1,0,2,2
2Wr3flmnkQs,459207,1,0,2,2
2ca0BkoIY14,362016,1,0,2,2
3_eUaYh1LkQ,228585,1,0,2,2
3hgqtB3PURA,218835,1,0,2,2
3qmAgeFRfZU,225527,1,0,2,2
4EzMlCCFu04,488573,1,0,2,2
4cnm9ZBxeTc,253088,1,0,2,2
